ts,agent_id,cvip,cvip_x,cvip_y,cvip_z
70614,0,500.4911885387494,198.76744079589844,-95.83265686035156,-499.8193664550781
70615,0,5.595579574090421,195.56744384765625,-90.83265686035156,0.09999999403953552
70616,0,5.592365059106882,195.56744384765625,-90.83265686035156,0.09540698677301407
70617,0,5.589577830706274,195.56744384765625,-90.83265686035156,0.08469131588935852
70618,0,5.587154487252182,195.56744384765625,-90.83265686035156,0.0693112164735794
70619,0,5.58490284657624,195.56744384765625,-90.83265686035156,0.05613723769783974
70620,0,5.583078219951395,195.56744384765625,-90.83265686035156,0.04550548270344734
70621,0,5.582027767701456,195.56744384765625,-90.83265686035156,0.03692970052361488
70622,0,5.581839537785531,195.56744384765625,-90.83265686035156,0.030015792697668076
70623,0,5.581937002716514,195.56744384765625,-90.83265686035156,0.024444427341222763
70624,0,5.582054312131681,195.56744384765625,-90.83265686035156,0.01995697058737278
70625,0,5.582115992201545,195.56744384765625,-90.83265686035156,0.01634414680302143
70626,0,5.582104629980321,195.56744384765625,-90.83265686035156,0.013436851091682911
70627,0,5.582061392693935,195.56744384765625,-90.83265686035156,0.011098288930952549
70628,0,5.58203731373542,195.56744384765625,-90.83265686035156,0.009217948652803898
70629,0,5.581991710267062,195.56744384765625,-90.83265686035156,0.007706718053668737
70630,0,5.581948395724954,195.56744384765625,-90.83265686035156,0.00649261474609375
70631,0,5.581915910632607,195.56744384765625,-90.83265686035156,0.0055175782181322575
70632,0,5.581894103986878,195.56744384765625,-90.83265686035156,0.004734840244054794
70633,0,5.581857788633585,195.56744384765625,-90.83265686035156,0.004106712061911821
70634,0,5.581852601613148,195.56744384765625,-90.83265686035156,0.003602867014706135
70635,0,5.581852851883691,195.56744384765625,-90.83265686035156,0.003198814345523715
70636,0,5.581844342228537,195.56744384765625,-90.83265686035156,0.002874908270314336
70637,0,5.581850665159098,195.56744384765625,-90.83265686035156,0.0026153563521802425
70638,0,5.581858257548936,195.56744384765625,-90.83265686035156,0.00240745535120368
70639,0,5.5818513325650745,195.56744384765625,-90.83265686035156,0.0022409819066524506
70640,0,5.5818593685408135,195.56744384765625,-90.83265686035156,0.0021076963748782873
70641,0,5.581867010774956,195.56744384765625,-90.83265686035156,0.0020010375883430243
70642,0,5.581874055145872,195.56744384765625,-90.83265686035156,0.0019157028291374445
70643,0,5.581874153846434,195.56744384765625,-90.83265686035156,0.0018474578391760588
70644,0,5.581879768039407,195.56744384765625,-90.83265686035156,0.00179290771484375
70645,0,5.58188466719281,195.56744384765625,-90.83265686035156,0.0017492675688117743
70646,0,5.581888894137341,195.56744384765625,-90.83265686035156,0.0017144393641501665
70647,0,5.581892508051992,195.56744384765625,-90.83265686035156,0.0016865539364516735
70648,0,5.581895574108779,195.56744384765625,-90.83265686035156,0.0016643141862004995
70649,0,5.581898159364009,195.56744384765625,-90.83265686035156,0.0016465758671984076
70650,0,5.581900327548116,195.56744384765625,-90.83265686035156,0.001632423372939229
70651,0,5.58190213779374,195.56744384765625,-90.83265686035156,0.0016210937174037099
70652,0,5.581903642873353,195.56744384765625,-90.83265686035156,0.0016120909713208675
70653,0,5.581904890803503,195.56744384765625,-90.83265686035156,0.0016048812540248036
70654,0,5.581905921641135,195.56744384765625,-90.83265686035156,0.0015991592081263661
70655,0,5.581906771538084,195.56744384765625,-90.83265686035156,0.0015946197090670466
70656,0,5.581907470548025,195.56744384765625,-90.83265686035156,0.0015909957000985742
70657,0,5.581908044248746,195.56744384765625,-90.83265686035156,0.001588096609339118
70658,0,5.581908514650709,195.56744384765625,-90.83265686035156,0.0015857695834711194
70659,0,5.581908899371498,195.56744384765625,-90.83265686035156,0.0015839386032894254
70660,0,5.58190921353338,195.56744384765625,-90.83265686035156,0.0015824889997020364
70661,0,5.581903223963587,195.56744384765625,-90.83265686035156,0.0015813064528629184
70662,0,5.581903252948857,195.56744384765625,-90.83265686035156,0.0015813064528629184
70663,0,5.58190332903052,195.56744384765625,-90.83265686035156,0.0015813064528629184
70664,0,5.581903418670491,195.56744384765625,-90.83265686035156,0.0015813064528629184
70665,0,5.581903512915525,195.56744384765625,-90.83265686035156,0.0015813064528629184
70666,0,5.581903606356219,195.56744384765625,-90.83265686035156,0.0015813064528629184
70667,0,5.581903695022975,195.56744384765625,-90.83265686035156,0.0015813064528629184
70668,0,5.581903776753006,195.56744384765625,-90.83265686035156,0.0015813064528629184
70669,0,5.581903850875037,195.56744384765625,-90.83265686035156,0.0015813064528629184
70670,0,5.581903916696256,195.56744384765625,-90.83265686035156,0.0015813064528629184
70671,0,5.581903975105125,195.56744384765625,-90.83265686035156,0.0015813064528629184
70672,0,5.581904026094546,195.56744384765625,-90.83265686035156,0.0015813064528629184
70673,0,5.5819040698721105,195.56744384765625,-90.83265686035156,0.0015813064528629184
70674,0,5.581904107523169,195.56744384765625,-90.83265686035156,0.0015813064528629184
70675,0,5.58190413994218,195.56744384765625,-90.83265686035156,0.0015813064528629184
70676,0,5.581904167532778,195.56744384765625,-90.83265686035156,0.0015813064528629184
70677,0,5.581904190977342,195.56744384765625,-90.83265686035156,0.0015813064528629184
70678,0,5.581904210252893,195.56744384765625,-90.83265686035156,0.0015813064528629184
70679,0,5.581904210252893,195.56744384765625,-90.83265686035156,0.0015813064528629184
70680,0,5.581904219003505,195.56744384765625,-90.83265686035156,0.0015813064528629184
70681,0,5.581904226898667,195.56744384765625,-90.83265686035156,0.0015813064528629184
70682,0,5.581904235222118,195.56744384765625,-90.83265686035156,0.0015813064528629184
