ts,agent_id,throttle,steer,brake
47920,0,0.8999999761581421,0.00371355889365077,0.0
47921,0,0.8999999761581421,0.0023943667765706778,0.0
47922,0,0.8999999761581421,0.003966622985899448,0.0
47923,0,0.8999999761581421,0.0019422115292400122,0.0
47924,0,0.8999999761581421,0.0032372120767831802,0.0
47925,0,0.8999999761581421,0.003211736213415861,0.0
47926,0,0.8999999761581421,0.002109925262629986,0.0
47927,0,0.8999999761581421,0.003356330329552293,0.0
47928,0,0.8999999761581421,0.0030794553458690643,0.0
47929,0,0.8999999761581421,0.002936608623713255,0.0
47930,0,0.8999999761581421,0.0027697777841240168,0.0
47931,0,0.8999999761581421,0.0024446831084787846,0.0
47932,0,0.8999999761581421,0.0023329874966293573,0.0
47933,0,0.8999999761581421,0.0022732883226126432,0.0
47934,0,0.8999999761581421,0.0021736936178058386,0.0
47935,0,0.8999999761581421,0.0020976674277335405,0.0
47936,0,0.8999999761581421,0.002153027104213834,0.0
47937,0,0.8999999761581421,0.002041303087025881,0.0
47938,0,0.8999999761581421,0.0020287293009459972,0.0
47939,0,0.8999999761581421,0.0021387902088463306,0.0
47940,0,0.8999999761581421,0.002114808652549982,0.0
47941,0,0.8999999761581421,0.0022678058594465256,0.0
47942,0,0.8999999761581421,0.0022938097827136517,0.0
47943,0,0.8999999761581421,0.0022880760952830315,0.0
47944,0,0.8999999761581421,0.0023582216817885637,0.0
47945,0,0.8999999761581421,0.0021363182459026575,0.0
47946,0,0.8999999761581421,0.0021254008170217276,0.0
47947,0,0.8999999761581421,0.0021515171974897385,0.0
47948,0,0.8999999761581421,0.002271871780976653,0.0
47949,0,0.8999999761581421,0.0021123208571225405,0.0
47950,0,0.8999999761581421,0.002182305557653308,0.0
47951,0,0.8999999761581421,0.0022359504364430904,0.0
47952,0,0.8999999761581421,0.002254656283184886,0.0
47953,0,0.8999999761581421,0.002191371051594615,0.0
47954,0,0.8999999761581421,0.002237623790279031,0.0
47955,0,0.8999999761581421,0.0021695278119295835,0.0
47956,0,0.8999999761581421,0.002164613688364625,0.0
47957,0,0.8999999761581421,0.002160294447094202,0.0
47958,0,0.8999999761581421,0.0022645313292741776,0.0
47959,0,0.8999999761581421,0.0021365357097238302,0.0
47960,0,0.8999999761581421,0.0021548052318394184,0.0
47961,0,0.8999999761581421,0.002180018462240696,0.0
47962,0,0.8999999761581421,0.002110371831804514,0.0
47963,0,0.8999999761581421,0.002042979234829545,0.0
47964,0,0.8999999761581421,0.002056034980341792,0.0
47965,0,0.8999999761581421,0.002162039512768388,0.0
47966,0,0.8999999761581421,0.00212487461976707,0.0
47967,0,0.8999999761581421,0.00192862912081182,0.0
47968,0,0.8999999761581421,0.0020784051157534122,0.0
47969,0,0.8999999761581421,0.0020054515916854143,0.0
47970,0,0.8999999761581421,0.0019242976559326053,0.0
47971,0,0.8999999761581421,0.001985525945201516,0.0
47972,0,0.8999999761581421,0.0019912917632609606,0.0
47973,0,0.8999999761581421,0.002065238542854786,0.0
47974,0,0.8999999761581421,0.002042067237198353,0.0
47975,0,0.8999999761581421,0.0020072460174560547,0.0
47976,0,0.8999999761581421,0.002042607869952917,0.0
47977,0,0.8999999761581421,0.001918442198075354,0.0
47978,0,0.8999999761581421,0.0018647967372089624,0.0
47979,0,0.8999999761581421,0.001923116622492671,0.0
47980,0,0.8999999761581421,0.001857797265984118,0.0
47981,0,0.8999999761581421,0.001879747724160552,0.0
47982,0,0.8999999761581421,0.0019449646351858974,0.0
47983,0,0.8999999761581421,0.0018415399827063084,0.0
47984,0,0.8999999761581421,0.0018309986917302012,0.0
47985,0,0.8999999761581421,0.0017314557917416096,0.0
47986,0,0.8999999761581421,0.0017675092676654458,0.0
47987,0,0.8999999761581421,0.0018963678739964962,0.0
47988,0,0.8999999761581421,0.0018024271121248603,0.0
47989,0,0.8999999761581421,0.0017565824091434479,0.0
47990,0,0.8999999761581421,0.0018172913696616888,0.0
47991,0,0.8999999761581421,0.001658831024542451,0.0
47992,0,0.8999999761581421,0.001833293936215341,0.0
47993,0,0.8999999761581421,0.0017412941670045257,0.0
47994,0,0.8999999761581421,0.0017387314001098275,0.0
47995,0,0.8999999761581421,0.0017205417389050126,0.0
47996,0,0.8999999761581421,0.0017615968827158213,0.0
47997,0,0.8999999761581421,0.0018756496720016003,0.0
47998,0,0.8999999761581421,0.0018093071412295103,0.0
47999,0,0.8999999761581421,0.001773514086380601,0.0
48000,0,0.8999999761581421,0.0017755205044522882,0.0
48001,0,0.8999999761581421,0.0018091477686539292,0.0
48002,0,0.8999999761581421,0.0018081346061080694,0.0
48003,0,0.8999999761581421,0.0019148776773363352,0.0
48004,0,0.8999999761581421,0.0018528169021010399,0.0
48005,0,0.8999999761581421,0.001829730812460184,0.0
48006,0,0.8999999761581421,0.00186539301648736,0.0
48007,0,0.8999999761581421,0.001816870179027319,0.0
48008,0,0.8999999761581421,0.001798471319489181,0.0
48009,0,0.8999999761581421,0.0017314002616330981,0.0
48010,0,0.8999999761581421,0.0017642008606344461,0.0
48011,0,0.8999999761581421,0.0018089785007759929,0.0
48012,0,0.8999999761581421,0.0016780351288616657,0.0
48013,0,0.8999999761581421,0.0018893185770139098,0.0
48014,0,0.8999999761581421,0.001868180581368506,0.0
48015,0,0.8999999761581421,0.0016709460178390145,0.0
48016,0,0.8999999761581421,0.0018017797265201807,0.0
48017,0,0.8999999761581421,0.001662651658989489,0.0
48018,0,0.8999999761581421,0.0016651417827233672,0.0
48019,0,0.8999999761581421,0.001669853227213025,0.0
48020,0,0.8999999761581421,0.0017557271057739854,0.0
48021,0,0.8999999761581421,0.0015003819717094302,0.0
48022,0,0.8999999761581421,0.001426213188096881,0.0
48023,0,0.8999999761581421,0.0016408718656748533,0.0
48024,0,0.8999999761581421,0.0014369309647008777,0.0
48025,0,0.8999999761581421,0.001701521105132997,0.0
48026,0,0.8999999761581421,0.0016115447506308556,0.0
48027,0,0.8999999761581421,0.0016130729345604777,0.0
48028,0,0.8999999761581421,0.0016020607436075807,0.0
48029,0,0.8999999761581421,0.001761108753271401,0.0
48030,0,0.8999999761581421,0.0018482677405700088,0.0
48031,0,0.8999999761581421,0.0020325048826634884,0.0
48032,0,0.8999999761581421,0.002124466234818101,0.0
48033,0,0.8999999761581421,0.0028311419300734997,0.0
48034,0,0.8999999761581421,0.003157663391903043,0.0
48035,0,0.8999999761581421,0.0028598513454198837,0.0
48036,0,0.8999999761581421,0.002701773773878813,0.0
48037,0,0.8999999761581421,0.002379428828135133,0.0
48038,0,0.8999999761581421,0.002375225303694606,0.0
48039,0,0.8999999761581421,0.002098187105730176,0.0
48040,0,0.8999999761581421,0.0023720934987068176,0.0
48041,0,0.8999999761581421,0.0018582866759970784,0.0
48042,0,0.8999999761581421,0.0016252577770501375,0.0
48043,0,0.8999999761581421,0.001257211552001536,0.0
48044,0,0.8999999761581421,0.0004143519909121096,0.0
48045,0,0.8999999761581421,-0.0003440693544689566,0.0
48046,0,0.8999999761581421,5.0243153964402154e-05,0.0
48047,0,0.8999999761581421,0.00024899738491512835,0.0
48048,0,0.8999999761581421,0.00042522765579633415,0.0
48049,0,0.8999999761581421,0.00025776849361136556,0.0
48050,0,0.8999999761581421,-0.00021655115415342152,0.0
48051,0,0.8999999761581421,-0.0002139727585017681,0.0
48052,0,0.8999999761581421,0.0011580258142203093,0.0
48053,0,0.8999999761581421,0.001424299320206046,0.0
48054,0,0.8999999761581421,0.0015481776790693402,0.0
48055,0,0.8999999761581421,0.002111565787345171,0.0
48056,0,0.8999999761581421,0.0017608910566195846,0.0
48057,0,0.8999999761581421,0.0019764206372201443,0.0
48058,0,0.8999999761581421,0.0014721746556460857,0.0
48059,0,0.8999999761581421,0.0009614643640816212,0.0
48060,0,0.8999999761581421,0.0019224663265049458,0.0
48061,0,0.8999999761581421,0.001537477015517652,0.0
48062,0,0.8999999761581421,0.0017758335452526808,0.0
48063,0,0.8999999761581421,0.0020618163980543613,0.0
48064,0,0.8999999761581421,0.0023339041508734226,0.0
48065,0,0.8999999761581421,0.0025841265451163054,0.0
48066,0,0.8999999761581421,0.002468104474246502,0.0
48067,0,0.8999999761581421,0.002185169607400894,0.0
48068,0,0.8999999761581421,0.0021354928612709045,0.0
48069,0,0.8999999761581421,0.0025535202585160732,0.0
48070,0,0.8999999761581421,0.0028189714066684246,0.0
48071,0,0.8999999761581421,0.003224199404940009,0.0
48072,0,0.8999999761581421,0.0030745782423764467,0.0
48073,0,0.8999999761581421,0.002570035168901086,0.0
48074,0,0.8999999761581421,0.002152669243514538,0.0
48075,0,0.8999999761581421,0.001911253435537219,0.0
48076,0,0.8999999761581421,0.0016347616910934448,0.0
48077,0,0.8999999761581421,0.000842357287183404,0.0
48078,0,0.8999999761581421,5.4798019846202806e-06,0.0
48079,0,0.8999999761581421,0.00031714417855255306,0.0
48080,0,0.8999999761581421,-3.080701844737632e-06,0.0
48081,0,0.8999999761581421,-0.000511309364810586,0.0
48082,0,0.8999999761581421,-0.0011596835684031248,0.0
48083,0,0.8999999761581421,-0.001829917193390429,0.0
48084,0,0.8999999761581421,-0.0015234850579872727,0.0
48085,0,0.8999999761581421,-0.0021694146562367678,0.0
48086,0,0.8999999761581421,-0.0011765641393139958,0.0
48087,0,0.8999999761581421,-0.0019104337552562356,0.0
48088,0,0.8999999761581421,-0.0018424164736643434,0.0
48089,0,0.8999999761581421,-0.0010237457463517785,0.0
48090,0,0.8999999761581421,-0.0007727547781541944,0.0
48091,0,0.8999999761581421,-0.0012598938774317503,0.0
48092,0,0.8999999761581421,-0.0003881240845657885,0.0
48093,0,0.8999999761581421,-8.12052603578195e-05,0.0
48094,0,0.8999999761581421,0.0007349980878643692,0.0
48095,0,0.8999999761581421,0.0009079000446945429,0.0
48096,0,0.8999999761581421,0.0008880996028892696,0.0
48097,0,0.8999999761581421,0.0006550606922246516,0.0
48098,0,0.8999999761581421,0.002031534444540739,0.0
48099,0,0.8999999761581421,0.002808400196954608,0.0
48100,0,0.8999999761581421,0.002660731552168727,0.0
48101,0,0.8999999761581421,0.0011555656092241406,0.0
48102,0,0.8999999761581421,0.0016254683723673224,0.0
48103,0,0.8999999761581421,0.0016839888412505388,0.0
48104,0,0.8518279194831848,0.0016114849131554365,0.0
48105,0,0.7987207770347595,0.0010487498948350549,0.0
48106,0,0.7622947096824646,0.0008329899283125997,0.0
48107,0,0.7125337719917297,0.0008329686243087053,0.0
48108,0,0.6731076836585999,0.0004213486681692302,0.0
48109,0,0.6255971789360046,3.689155710162595e-05,0.0
48110,0,0.5718874335289001,-0.00018203734362032264,0.0
48111,0,0.5191227197647095,-0.0016800813609734178,0.0
48112,0,0.5054647922515869,-0.0004692610236816108,0.0
48113,0,0.45364895462989807,-6.903756002429873e-05,0.0
48114,0,0.4327884018421173,-0.0009412327781319618,0.0
48115,0,0.3932851254940033,-0.0018591532716527581,0.0
48116,0,0.39117011427879333,-0.003821547841653228,0.0
48117,0,0.37936103343963623,-0.008126849308609962,0.0
48118,0,0.3498242497444153,-0.009016928263008595,0.0
48119,0,0.3172982931137085,-0.008102567866444588,0.0
48120,0,0.3049980103969574,-0.004900997970253229,0.0
48121,0,0.310215026140213,-0.005868620704859495,0.0
48122,0,0.2953507900238037,-0.00578411715105176,0.0
48123,0,0.28836795687675476,-0.007321998476982117,0.0
48124,0,0.2711676061153412,-0.005027337931096554,0.0
48125,0,0.26956117153167725,-0.003452528268098831,0.0
48126,0,0.2741363048553467,-0.0038204961456358433,0.0
48127,0,0.28112098574638367,-0.003807476256042719,0.0
48128,0,0.2755165994167328,-0.004750831983983517,0.0
48129,0,0.2701111137866974,-0.002058926271274686,0.0
48130,0,0.27164170145988464,-0.0004956739721819758,0.0
48131,0,0.28660982847213745,-0.0010940170614048839,0.0
48132,0,0.2959124445915222,-0.000392286223359406,0.0
48133,0,0.32557690143585205,-0.0013341521844267845,0.0
48134,0,0.34628573060035706,-0.004850737750530243,0.0
48135,0,0.3478533923625946,-0.0015800162218511105,0.0
48136,0,0.36739400029182434,-0.002659867750480771,0.0
48137,0,0.3631274700164795,-0.000486695091240108,0.0
48138,0,0.3544797897338867,-5.866849733138224e-06,0.0
48139,0,0.34155890345573425,0.00020009322906844318,0.0
48140,0,0.330110102891922,0.00021175009896978736,0.0
48141,0,0.31210657954216003,0.0003692755999509245,0.0
48142,0,0.33021077513694763,0.001115594757720828,0.0
48143,0,0.3699295222759247,0.0006847065524198115,0.0
48144,0,0.39527541399002075,0.0005377763882279396,0.0
48145,0,0.4031563103199005,3.715338243637234e-05,0.0
48146,0,0.4186874032020569,-0.0016408732626587152,0.0
48147,0,0.4290020167827606,-0.0015530583914369345,0.0
48148,0,0.42074480652809143,-0.0013737132539972663,0.0
48149,0,0.44147729873657227,-0.0023902503307908773,0.0
48150,0,0.4382707476615906,-0.0011942870914936066,0.0
48151,0,0.4330991208553314,-0.001295178895816207,0.0
48152,0,0.4650789201259613,-0.00400689197704196,0.0
48153,0,0.4768337905406952,-0.005184140522032976,0.0
48154,0,0.49574267864227295,-0.004993894137442112,0.0
48155,0,0.5043109059333801,-0.0040737041272223,0.0
48156,0,0.5298678874969482,-0.0029820320196449757,0.0
48157,0,0.5347157120704651,-0.0030074361711740494,0.0
48158,0,0.561279296875,-0.00137164571788162,0.0
48159,0,0.5873339772224426,-0.00448441319167614,0.0
48160,0,0.5618547201156616,-0.0004892948199994862,0.0
48161,0,0.3807654082775116,0.004016868304461241,0.0
48162,0,0.4244668781757355,0.004341757856309414,0.0
48163,0,0.09553694725036621,0.004810954909771681,0.0
48164,0,0.20859210193157196,0.009625829756259918,0.0
48165,0,0.37756189703941345,0.005470345262438059,0.0
48166,0,0.1107017919421196,0.008415461517870426,0.0
48167,0,0.5638972520828247,0.004192146938294172,0.0
48168,0,0.5934922099113464,0.0022544448729604483,0.0
48169,0,0.6137533187866211,0.00046872172970324755,0.0
48170,0,0.5693515539169312,0.0016870026011019945,0.0
48171,0,0.5702459216117859,0.0019058859907090664,0.0
48172,0,0.5865516662597656,0.0008665560744702816,0.0
48173,0,0.5881800055503845,0.001086146687157452,0.0
48174,0,0.6240846514701843,0.0006976298172958195,0.0
48175,0,0.6242652535438538,0.0002460803370922804,0.0
48176,0,0.6517736911773682,-0.0004180758842267096,0.0
48177,0,0.6486483812332153,-0.0006878285203129053,0.0
48178,0,0.6383512616157532,-0.0015542152104899287,0.0
48179,0,0.6078450083732605,-0.002903240267187357,0.0
48180,0,0.6039331555366516,-0.0027962992899119854,0.0
48181,0,0.6205710768699646,-0.003106328658759594,0.0
48182,0,0.6104453206062317,-0.0027045898605138063,0.0
48183,0,0.5667074918746948,-0.0024480964057147503,0.0
48184,0,0.5833384394645691,-0.0035546610597521067,0.0
48185,0,0.5415966510772705,-0.00545545294880867,0.0
48186,0,0.5539717674255371,-0.00482803164049983,0.0
48187,0,0.5130337476730347,-0.0036949259229004383,0.0
48188,0,0.5255085229873657,-0.003222487634047866,0.0
48189,0,0.5122430324554443,-0.0020360893104225397,0.0
