ts,agent_id,x,y,z,v
67872,0,192.36241149902344,-86.26268005371094,0.5393258333206177,0.0
67873,0,192.36241149902344,-86.26268005371094,0.4919061064720154,0.0
67874,0,192.36241149902344,-86.26268005371094,0.4383743107318878,0.0
67875,0,192.36241149902344,-86.26268005371094,0.3787320554256439,0.0
67876,0,192.36241149902344,-86.26268005371094,0.31298086047172546,0.0
67877,0,192.36241149902344,-86.26268005371094,0.24112220108509064,0.0
67878,0,192.36241149902344,-86.26268005371094,0.16315768659114838,0.0
67879,0,192.36241149902344,-86.26268005371094,0.08290393650531769,0.0
67880,0,192.36241149902344,-86.26268005371094,0.026514854282140732,3.632408292431597e-08
67881,0,192.36241149902344,-86.26268005371094,-0.008726844564080238,8.504540875377679e-08
67882,0,192.36241149902344,-86.26268005371094,-0.029134521260857582,4.0672741025079074e-08
67883,0,192.36241149902344,-86.26268005371094,-0.03932075574994087,8.350730799030294e-08
67884,0,192.36241149902344,-86.26268005371094,-0.04107673466205597,0.000285819969199159
67885,0,192.36244201660156,-86.26265716552734,-0.03865554556250572,0.0011571242561445533
67886,0,192.36241149902344,-86.26264190673828,-0.03404334932565689,0.0004823488312931984
67887,0,192.36241149902344,-86.26263427734375,-0.028247259557247162,0.00013323725978467112
67888,0,192.36241149902344,-86.26263427734375,-0.02195255272090435,4.497065456676157e-05
67889,0,192.36241149902344,-86.26263427734375,-0.015612220391631126,0.00012726504697988046
67890,0,192.36241149902344,-86.26263427734375,-0.009513778612017632,0.00016062240182309847
67891,0,192.36244201660156,-86.26264190673828,-0.003827972337603569,0.00016931096658805316
67892,0,192.36244201660156,-86.26264190673828,0.0013550185831263661,0.0001639599424519962
67893,0,192.36244201660156,-86.26264190673828,0.006000022869557142,0.00015241119430305385
67894,0,192.36244201660156,-86.26265716552734,0.01010768860578537,0.00013899386783099846
67895,0,192.36244201660156,-86.26265716552734,0.013701400719583035,0.000124123875720581
67896,0,192.36244201660156,-86.26265716552734,0.016817854717373848,0.00011056184804504487
67897,0,192.36245727539062,-86.26266479492188,0.019500579684972763,9.745174919238277e-05
67898,0,192.36245727539062,-86.26266479492188,0.02179538644850254,8.613123124421154e-05
67899,0,192.36245727539062,-86.26266479492188,0.02374778687953949,7.460416289835716e-05
67900,0,192.36245727539062,-86.26266479492188,0.02540103904902935,6.56139478589947e-05
67901,0,192.36245727539062,-86.2626724243164,0.026795310899615288,5.725884784876379e-05
67902,0,192.36245727539062,-86.2626724243164,0.02796676568686962,5.004515187138773e-05
67903,0,192.36245727539062,-86.2626724243164,0.028947867453098297,4.3522701189168456e-05
67904,0,192.36245727539062,-86.2626724243164,0.029767073690891266,3.826543521119651e-05
67905,0,192.36245727539062,-86.2626724243164,0.030449293553829193,3.321274596344915e-05
67906,0,192.36245727539062,-86.2626724243164,0.03101608157157898,2.9076943018769132e-05
67907,0,192.36245727539062,-86.2626724243164,0.0314859002828598,2.525123431222092e-05
67908,0,192.36245727539062,-86.2626724243164,0.03187461942434311,2.213794660020473e-05
67909,0,192.36245727539062,-86.2626724243164,0.032195623964071274,1.8867714785350298e-05
67910,0,192.36245727539062,-86.2626724243164,0.03246017545461655,1.65790294941836e-05
67911,0,192.36245727539062,-86.2626724243164,0.03267795592546463,1.4123833844933082e-05
67912,0,192.36245727539062,-86.2626724243164,0.032856862992048264,1.2499390047682095e-05
67913,0,192.36245727539062,-86.2626724243164,0.033003728836774826,1.096148171018284e-05
67914,0,192.36245727539062,-86.2626724243164,0.033124085515737534,9.131396816748444e-06
67915,0,192.36245727539062,-86.2626724243164,0.033222541213035583,8.038298474918993e-06
67916,0,192.36245727539062,-86.2626724243164,0.033303145319223404,6.6308996588536726e-06
67917,0,192.36245727539062,-86.2626724243164,0.03336891159415245,5.7320253116910336e-06
67918,0,192.36245727539062,-86.2626724243164,0.03342258557677269,5.064234516773034e-06
67919,0,192.36245727539062,-86.26268005371094,0.033466413617134094,4.5248493773121724e-06
67920,0,192.36245727539062,-86.26268005371094,0.0334714874625206,5.014655142678204e-07
67921,0,192.36245727539062,-86.26268005371094,0.0334848016500473,3.2212348264852094e-07
67922,0,192.36245727539062,-86.26268005371094,0.03350048139691353,3.801952307429036e-07
67923,0,192.36245727539062,-86.26268005371094,0.033516958355903625,4.1129122063676766e-07
67924,0,192.36245727539062,-86.26268005371094,0.033533286303281784,4.4299151331179066e-07
67925,0,192.36245727539062,-86.26268005371094,0.03354877233505249,3.586567535172944e-07
67926,0,192.36245727539062,-86.26268005371094,0.0335630401968956,2.507858060851206e-07
67927,0,192.36245727539062,-86.26268005371094,0.03357597440481186,2.3738215051443293e-07
67928,0,192.36245727539062,-86.26268005371094,0.0335874930024147,2.0625837215116088e-07
67929,0,192.36245727539062,-86.26268005371094,0.0335976779460907,2.1364474005771517e-07
67930,0,192.36245727539062,-86.26268005371094,0.033606529235839844,1.5711366951712844e-07
67931,0,192.36245727539062,-86.26268005371094,0.033614158630371094,2.2030361352933845e-07
67932,0,192.36245727539062,-86.26268005371094,0.033620718866586685,1.8257273103428586e-07
67933,0,192.36245727539062,-86.26268005371094,0.03362636640667915,1.75661472835463e-07
67934,0,192.36245727539062,-86.26268005371094,0.03363117203116417,7.672293937563196e-08
67935,0,192.36245727539062,-86.26268005371094,0.033635213971138,9.299505880673085e-08
67936,0,192.36245727539062,-86.26268005371094,0.033638570457696915,6.858358334847989e-08
67937,0,192.36245727539062,-86.26268005371094,0.033638570457696915,7.744424217247112e-08
67938,0,192.36245727539062,-86.26268005371094,0.033640097826719284,2.2249847154954733e-08
67939,0,192.36245727539062,-86.26268005371094,0.03364143148064613,8.167613572813616e-08
67940,0,192.36245727539062,-86.26268005371094,0.033642884343862534,8.114290300497352e-08
67941,0,192.36245727539062,-86.26268005371094,0.03364429250359535,4.725806555940401e-08
67942,0,192.36245727539062,-86.26268005371094,0.033645667135715485,6.872418344058467e-08
67943,0,192.36245727539062,-86.26268005371094,0.03364696353673935,1.5849874299114969e-07
67944,0,192.36245727539062,-86.26268005371094,0.03364810720086098,2.5418180806569327e-08
67945,0,192.36245727539062,-86.26268005371094,0.03364913910627365,8.341047381075045e-08
67946,0,192.36245727539062,-86.26268005371094,0.03364913910627365,8.351544443101735e-08
67947,0,192.36245727539062,-86.26268005371094,0.03365085646510124,1.2000953521540496e-07
67948,0,192.36245727539062,-86.26268005371094,0.03365085646510124,7.469127016248386e-09
67949,0,192.36245727539062,-86.26268005371094,0.03365215286612511,3.364735891694015e-08
67950,0,192.36245727539062,-86.26268005371094,0.03365215286612511,3.8424693569629465e-08
67951,0,192.36245727539062,-86.26268005371094,0.03365215286612511,7.753907801404429e-08
67952,0,192.36245727539062,-86.26268005371094,0.03365344926714897,3.2844694187680884e-08
67953,0,192.36245727539062,-86.26268005371094,0.03365344926714897,4.074655996567658e-08
67954,0,192.36245727539062,-86.26268005371094,0.03365344926714897,1.0395840817296591e-07
67955,0,192.36245727539062,-86.26268005371094,0.03365344926714897,3.114179564598777e-08
67956,0,192.36245727539062,-86.26268005371094,0.03365344926714897,6.999376447064309e-08
67957,0,192.36245727539062,-86.26268005371094,0.03365344926714897,5.9918526439839e-08
67958,0,192.36245727539062,-86.26268005371094,0.03365344926714897,2.1133798667335004e-08
67959,0,192.36245727539062,-86.26268005371094,0.03365344926714897,9.843212648100121e-08
67960,0,192.36245727539062,-86.26268005371094,0.03365451842546463,6.189448912419628e-08
67961,0,192.36245727539062,-86.26268005371094,0.03365451842546463,3.756994344482887e-08
67962,0,192.36245727539062,-86.26268005371094,0.03365451842546463,6.549890570155638e-08
67963,0,192.36245727539062,-86.26268005371094,0.03365451842546463,4.546372388114849e-08
67964,0,192.36245727539062,-86.26268005371094,0.03365451842546463,9.216655095127387e-08
67965,0,192.36245727539062,-86.26268005371094,0.03365451842546463,2.2866117946576228e-08
67966,0,192.36245727539062,-86.26266479492188,0.03365619480609894,0.0013510726088081656
67967,0,192.36251831054688,-86.25653839111328,0.03353572636842728,0.32016920449974695
67968,0,192.3626708984375,-86.24253845214844,0.033331070095300674,0.6303414387536869
67969,0,192.36288452148438,-86.2209243774414,0.03309100866317749,0.931113910937516
67970,0,192.3632049560547,-86.19197845458984,0.032845571637153625,1.2220588273833273
67971,0,192.36358642578125,-86.15595245361328,0.0326128751039505,1.502888102960021
67972,0,192.364013671875,-86.11312103271484,0.032403066754341125,1.7734198296946142
67973,0,192.36453247070312,-86.06375122070312,0.03222087770700455,2.033570991922663
67974,0,192.36509704589844,-86.00809478759766,0.03206802159547806,2.283343397973243
67975,0,192.3656768798828,-85.9464111328125,0.031943779438734055,2.5228214090676593
67976,0,192.36634826660156,-85.87895202636719,0.0318465419113636,2.7521618797706506
67977,0,192.36705017089844,-85.80596160888672,0.03177428990602493,2.9715842480463124
67978,0,192.36781311035156,-85.72769165039062,0.03172428160905838,3.181366949014189
67979,0,192.3686065673828,-85.64435577392578,0.03169376403093338,3.3818342336341005
67980,0,192.3694610595703,-85.55619049072266,0.031680069863796234,3.573347984442585
67981,0,192.37034606933594,-85.46341705322266,0.03168082982301712,3.7562999734954006
67982,0,192.3712615966797,-85.36622619628906,0.03169364854693413,3.9311044998481433
67983,0,192.37220764160156,-85.26482391357422,0.03171649947762489,4.0982353133160725
67984,0,192.37318420410156,-85.15938568115234,0.031747281551361084,4.258386502863181
67985,0,192.3741912841797,-85.05006408691406,0.031784363090991974,4.412076473760478
67986,0,192.37521362304688,-84.93702697753906,0.0318262092769146,4.559641744065159
67987,0,192.37628173828125,-84.82039642333984,0.03187156468629837,4.701401469487441
67988,0,192.37738037109375,-84.7003402709961,0.0319194421172142,4.837678423279972
67989,0,192.3784942626953,-84.57698059082031,0.03196888044476509,4.968794426686003
67990,0,192.3795928955078,-84.4504165649414,0.032166898250579834,5.095995811122306
67991,0,192.3807373046875,-84.32077026367188,0.032418668270111084,5.2182266579194225
67992,0,192.38189697265625,-84.18814086914062,0.032581593841314316,5.336222404799672
67993,0,192.383056640625,-84.0526351928711,0.032686956226825714,5.450235381037716
67994,0,192.38427734375,-83.91435241699219,0.03275543078780174,5.560535339157195
67995,0,192.3855438232422,-83.77337646484375,0.0328008271753788,5.66738143938836
67996,0,192.38682556152344,-83.6297836303711,0.032832298427820206,5.771024691170867
67997,0,192.3881378173828,-83.48365783691406,0.03285541385412216,5.871696169106471
67998,0,192.38946533203125,-83.3350601196289,0.03287399187684059,5.969613647565008
67999,0,192.39083862304688,-83.1840591430664,0.03289012983441353,6.064982858752746
68000,0,192.3922576904297,-83.03072357177734,0.032905083149671555,6.157986924022849
68001,0,192.39370727539062,-82.87510681152344,0.032919999212026596,6.248806167871179
68002,0,192.39515686035156,-82.71725463867188,0.03293495252728462,6.33759733934669
68003,0,192.39662170410156,-82.55721282958984,0.03295017033815384,6.424510093862668
68004,0,192.3981170654297,-82.39502716064453,0.03296554461121559,6.509676722023173
68005,0,192.39964294433594,-82.23075103759766,0.03298107162117958,6.593222827707862
68006,0,192.4011993408203,-82.06441497802734,0.03299678862094879,6.675260970046819
68007,0,192.40277099609375,-81.89604187011719,0.033012427389621735,6.75589500564507
68008,0,192.40432739257812,-81.7256851196289,0.03302791342139244,6.835218135248119
68009,0,192.40589904785156,-81.55335998535156,0.033042944967746735,6.913317889429013
