ts,agent_id,throttle,steer,brake
67872,0,0.8999999761581421,0.006815985776484013,0.0
67873,0,0.8999999761581421,0.0038077847566455603,0.0
67874,0,0.8999999761581421,0.0026642982847988605,0.0
67875,0,0.8999999761581421,0.005450717639178038,0.0
67876,0,0.8999999761581421,0.0062334551475942135,0.0
67877,0,0.8999999761581421,0.006095430813729763,0.0
67878,0,0.8999999761581421,0.004042016342282295,0.0
67879,0,0.8999999761581421,0.005443817004561424,0.0
67880,0,0.8999999761581421,0.004537333734333515,0.0
67881,0,0.8999999761581421,0.005672132130712271,0.0
67882,0,0.8999999761581421,0.006301751360297203,0.0
67883,0,0.8999999761581421,0.006146295461803675,0.0
67884,0,0.8999999761581421,0.005973976571112871,0.0
67885,0,0.8999999761581421,0.005888777785003185,0.0
67886,0,0.8999999761581421,0.006067953072488308,0.0
67887,0,0.8999999761581421,0.006044672802090645,0.0
67888,0,0.8999999761581421,0.0056446995586156845,0.0
67889,0,0.8999999761581421,0.005412539467215538,0.0
67890,0,0.8999999761581421,0.00507385702803731,0.0
67891,0,0.8999999761581421,0.004819623660296202,0.0
67892,0,0.8999999761581421,0.004562483634799719,0.0
67893,0,0.8999999761581421,0.004416271578520536,0.0
67894,0,0.8999999761581421,0.004236200358718634,0.0
67895,0,0.8999999761581421,0.004247138276696205,0.0
67896,0,0.8999999761581421,0.004061623942106962,0.0
67897,0,0.8999999761581421,0.0038490139413625,0.0
67898,0,0.8999999761581421,0.004109774250537157,0.0
67899,0,0.8999999761581421,0.004113339819014072,0.0
67900,0,0.8999999761581421,0.0038693477399647236,0.0
67901,0,0.8999999761581421,0.004062214866280556,0.0
67902,0,0.8999999761581421,0.0037039380986243486,0.0
67903,0,0.8999999761581421,0.0039572264067828655,0.0
67904,0,0.8999999761581421,0.003943979740142822,0.0
67905,0,0.8999999761581421,0.0037409390788525343,0.0
67906,0,0.8999999761581421,0.0036662048660218716,0.0
67907,0,0.8999999761581421,0.0039727757684886456,0.0
67908,0,0.8999999761581421,0.003607052844017744,0.0
67909,0,0.8999999761581421,0.0034817541018128395,0.0
67910,0,0.8999999761581421,0.0035558980889618397,0.0
67911,0,0.8999999761581421,0.003501005470752716,0.0
67912,0,0.8999999761581421,0.003530500689521432,0.0
67913,0,0.8999999761581421,0.0035230456851422787,0.0
67914,0,0.8999999761581421,0.003587360493838787,0.0
67915,0,0.8999999761581421,0.0033237705938518047,0.0
67916,0,0.8999999761581421,0.00302311428822577,0.0
67917,0,0.8999999761581421,0.003175763413310051,0.0
67918,0,0.8999999761581421,0.003226975444704294,0.0
67919,0,0.8999999761581421,0.003084553172811866,0.0
67920,0,0.8999999761581421,0.003617781912907958,0.0
67921,0,0.8999999761581421,0.0032746174838393927,0.0
67922,0,0.8999999761581421,0.003051626030355692,0.0
67923,0,0.8999999761581421,0.0031507848761975765,0.0
67924,0,0.8999999761581421,0.0030685137026011944,0.0
