ts,agent_id,x,y,z,v
74325,0,192.36241149902344,-86.26268005371094,0.5393258333206177,0.0
74326,0,192.36241149902344,-86.26268005371094,0.4919061064720154,0.0
74327,0,192.36241149902344,-86.26268005371094,0.4383743107318878,0.0
74328,0,192.36241149902344,-86.26268005371094,0.3787320554256439,0.0
74329,0,192.36241149902344,-86.26268005371094,0.31298086047172546,0.0
74330,0,192.36241149902344,-86.26268005371094,0.24112220108509064,0.0
74331,0,192.36241149902344,-86.26268005371094,0.16315768659114838,0.0
74332,0,192.36241149902344,-86.26268005371094,0.08290393650531769,0.0
74333,0,192.36241149902344,-86.26268005371094,0.026514854282140732,3.5790775013870764e-08
74334,0,192.36241149902344,-86.26268005371094,-0.008726844564080238,8.510917547731394e-08
74335,0,192.36241149902344,-86.26268005371094,-0.029134521260857582,4.0786855676793595e-08
74336,0,192.36241149902344,-86.26268005371094,-0.03932075574994087,8.370289448695951e-08
74337,0,192.36241149902344,-86.26268005371094,-0.04107673466205597,0.00028462000345684106
74338,0,192.36244201660156,-86.26265716552734,-0.03865554556250572,0.0010841776895256347
74339,0,192.36241149902344,-86.26264190673828,-0.03404334932565689,0.00045233157617047547
74340,0,192.36241149902344,-86.26263427734375,-0.028247259557247162,0.00011968403171497856
74341,0,192.36241149902344,-86.26263427734375,-0.02195255272090435,4.800539110853311e-05
74342,0,192.36241149902344,-86.26263427734375,-0.015612220391631126,0.0001243952438461539
74343,0,192.36241149902344,-86.26263427734375,-0.009513740427792072,0.00015520367085220985
74344,0,192.36244201660156,-86.26264190673828,-0.003827972337603569,0.0001617723809991986
74345,0,192.36244201660156,-86.26264190673828,0.0013550185831263661,0.00015350279277658862
74346,0,192.36244201660156,-86.26264190673828,0.006000022869557142,0.0001453901263032104
74347,0,192.36244201660156,-86.26265716552734,0.01010765042155981,0.000132683944743343
74348,0,192.36244201660156,-86.26265716552734,0.013701438903808594,0.00011746896222858961
74349,0,192.36244201660156,-86.26265716552734,0.016817893832921982,0.00010576289380634839
74350,0,192.36245727539062,-86.26266479492188,0.01950054056942463,9.285659681881628e-05
74351,0,192.36245727539062,-86.26266479492188,0.021795349195599556,8.155724140052078e-05
74352,0,192.36245727539062,-86.26266479492188,0.023747749626636505,7.190308195737733e-05
74353,0,192.36245727539062,-86.26266479492188,0.02540103904902935,6.232829584207538e-05
74354,0,192.36245727539062,-86.2626724243164,0.026795310899615288,5.382861189937432e-05
74355,0,192.36245727539062,-86.2626724243164,0.02796676568686962,4.7741363346113114e-05
74356,0,192.36245727539062,-86.2626724243164,0.028947867453098297,4.189155471096591e-05
74357,0,192.36245727539062,-86.2626724243164,0.029767073690891266,3.677662187332064e-05
74358,0,192.36245727539062,-86.2626724243164,0.030449293553829193,3.181855544829329e-05
74359,0,192.36245727539062,-86.2626724243164,0.031016044318675995,2.8014227974673214e-05
74360,0,192.36245727539062,-86.2626724243164,0.0314859002828598,2.3630581920552786e-05
74361,0,192.36245727539062,-86.2626724243164,0.031874578446149826,2.1312498104100367e-05
74362,0,192.36245727539062,-86.2626724243164,0.032195623964071274,1.826120023029707e-05
74363,0,192.36245727539062,-86.2626724243164,0.03246017545461655,1.651658087043271e-05
74364,0,192.36245727539062,-86.2626724243164,0.03267795592546463,1.3490711014652695e-05
74365,0,192.36245727539062,-86.2626724243164,0.03285682573914528,1.2136657074155935e-05
74366,0,192.36245727539062,-86.2626724243164,0.03300369158387184,1.0824871805023123e-05
