ts,agent_id,cvip,cvip_x,cvip_y,cvip_z
74325,0,500.4911885387494,198.76744079589844,-95.83265686035156,-499.8193664550781
74326,0,5.595579574090421,195.56744384765625,-90.83265686035156,0.09999999403953552
74327,0,5.592365059106882,195.56744384765625,-90.83265686035156,0.09540698677301407
74328,0,5.589577830706274,195.56744384765625,-90.83265686035156,0.08469131588935852
74329,0,5.587154487252182,195.56744384765625,-90.83265686035156,0.0693112164735794
74330,0,5.58490284657624,195.56744384765625,-90.83265686035156,0.05613723769783974
74331,0,5.583078219951395,195.56744384765625,-90.83265686035156,0.04550548270344734
74332,0,5.582027767701456,195.56744384765625,-90.83265686035156,0.03692970052361488
74333,0,5.581839537785531,195.56744384765625,-90.83265686035156,0.030015792697668076
74334,0,5.581937002716514,195.56744384765625,-90.83265686035156,0.024444427341222763
74335,0,5.582054312131681,195.56744384765625,-90.83265686035156,0.01995697058737278
74336,0,5.582115992201545,195.56744384765625,-90.83265686035156,0.01634414680302143
74337,0,5.582104629980321,195.56744384765625,-90.83265686035156,0.013436851091682911
74338,0,5.582061392693935,195.56744384765625,-90.83265686035156,0.011098288930952549
74339,0,5.58203731373542,195.56744384765625,-90.83265686035156,0.009217948652803898
74340,0,5.581991710267062,195.56744384765625,-90.83265686035156,0.007706718053668737
74341,0,5.581948395724954,195.56744384765625,-90.83265686035156,0.00649261474609375
74342,0,5.581915910632607,195.56744384765625,-90.83265686035156,0.0055175782181322575
74343,0,5.5818941038894065,195.56744384765625,-90.83265686035156,0.004734840244054794
74344,0,5.581857788633585,195.56744384765625,-90.83265686035156,0.004106712061911821
74345,0,5.581852601613148,195.56744384765625,-90.83265686035156,0.003602867014706135
74346,0,5.581852851883691,195.56744384765625,-90.83265686035156,0.003198814345523715
74347,0,5.58184434217906,195.56744384765625,-90.83265686035156,0.002874908270314336
74348,0,5.581850665234936,195.56744384765625,-90.83265686035156,0.0026153563521802425
74349,0,5.581858257649919,195.56744384765625,-90.83265686035156,0.00240745535120368
74350,0,5.5818513325650745,195.56744384765625,-90.83265686035156,0.0022409819066524506
74351,0,5.5818593685408135,195.56744384765625,-90.83265686035156,0.0021076963748782873
74352,0,5.581867010774956,195.56744384765625,-90.83265686035156,0.0020010375883430243
74353,0,5.581874055145872,195.56744384765625,-90.83265686035156,0.0019157028291374445
74354,0,5.581874153846434,195.56744384765625,-90.83265686035156,0.0018474578391760588
74355,0,5.581879768039407,195.56744384765625,-90.83265686035156,0.00179290771484375
74356,0,5.58188466719281,195.56744384765625,-90.83265686035156,0.0017492675688117743
74357,0,5.58188889394076,195.56744384765625,-90.83265686035156,0.0017144393641501665
74358,0,5.581892507850435,195.56744384765625,-90.83265686035156,0.0016865539364516735
74359,0,5.581895573912888,195.56744384765625,-90.83265686035156,0.0016643141862004995
74360,0,5.581898159164865,195.56744384765625,-90.83265686035156,0.0016465758671984076
74361,0,5.581900327124267,195.56744384765625,-90.83265686035156,0.001632423372939229
74362,0,5.58190213779374,195.56744384765625,-90.83265686035156,0.0016210937174037099
74363,0,5.581903642873353,195.56744384765625,-90.83265686035156,0.0016120909713208675
74364,0,5.581904890803503,195.56744384765625,-90.83265686035156,0.0016048812540248036
74365,0,5.581905921432526,195.56744384765625,-90.83265686035156,0.0015991592081263661
